api_number,production_month,oil_production_bbl,gas_production_mcf,water_production_bbl,water_cut_pct,gor_mcf_per_bbl,days_on_production
33-053-04474-0000,2023-03-01,576.52002,31.687666,,,0.054963687123996144,
33-053-04474-0000,2023-07-01,552.11298,412.03448,,,0.7462865299779766,
33-053-04474-0000,2023-11-01,512.41302,29.337999,,,0.05725459317954099,
33-053-04474-0000,2024-01-01,518.625,29.990999,,,0.057827908411665456,
33-053-04474-0000,2024-03-01,508.48099,29.684834,,,0.058379437154572875,
33-053-04474-0000,2024-07-01,488.91299,386.815,,,0.7911734969447223,
33-053-04474-0000,2025-04-01,435.17599,26.952667,,,0.061935096649059156,
33-053-04474-0000,2025-05-01,445.582,27.719166,,,0.06220889982090839,
33-053-04474-0000,2025-08-01,433.79999,363.55316,,,0.8380663171522895,
33-053-04474-0000,2025-11-01,409.048,347.12634,,,0.8486200641489507,
33-053-04475-0000,2014-03-01,16466.0,3443.5,3987.0,19.493472840170146,0.20912789991497632,27.0
33-053-04475-0000,2014-04-01,15407.0,33.833332,4807.0,23.78054813495597,0.002195971441552541,30.0
33-053-04475-0000,2014-10-01,4780.0,2771.8333,1675.0,25.948876839659178,0.5798814435146443,25.0
33-053-04475-0000,2015-02-01,5789.0,1411.1666,1836.0,24.078688524590163,0.24376690274658835,28.0
33-053-04475-0000,2015-11-01,3768.0,35.0,1074.0,22.18091697645601,0.009288747346072187,30.0
33-053-04475-0000,2016-04-01,2666.0,910.0,784.0,22.72463768115942,0.3413353338334584,30.0
33-053-04475-0000,2017-11-01,1860.0,980.66669,594.0,24.205378973105134,0.5272401559139785,30.0
33-053-04475-0000,2018-01-01,2350.0,32.333332,831.0,26.123860421251177,0.013758864680851064,28.0
33-053-04475-0000,2018-05-01,1884.0,948.5,645.0,25.50415183867141,0.5034501061571125,31.0
33-053-04475-0000,2018-06-01,1896.0,34.833332,632.0,25.0,0.018372010548523207,30.0
33-053-04475-0000,2018-08-01,1783.0,36.0,607.0,25.397489539748953,0.020190689848569827,31.0
33-053-04475-0000,2019-01-01,1779.0,904.5,607.0,25.440067057837386,0.5084317032040472,31.0
33-053-04475-0000,2019-02-01,1626.0,12.5,524.0,24.372093023255815,0.007687576875768758,28.0
33-053-04475-0000,2019-11-01,1742.0,25.0,655.0,27.325823946599915,0.014351320321469576,30.0
33-053-04475-0000,2020-03-01,1343.0,36.0,530.0,28.29684997330486,0.02680565897244974,31.0
33-053-04475-0000,2020-06-01,865.0,9.333333,217.0,20.055452865064698,0.01078998034682081,8.0
33-053-04475-0000,2020-08-01,1184.0,593.66669,593.0,33.37084974676421,0.5014076773648649,26.0
33-053-04475-0000,2020-10-01,1355.0,36.0,533.0,28.23093220338983,0.026568265682656828,31.0
33-053-04475-0000,2021-01-01,1468.0,819.66669,608.0,29.28709055876686,0.5583560558583106,31.0
33-053-04475-0000,2021-04-01,1204.0,34.833332,547.0,31.23929183323815,0.028931338870431894,30.0
33-053-04475-0000,2021-08-01,1345.0,855.16669,555.0,29.210526315789476,0.6358116654275093,31.0
33-053-04475-0000,2022-02-01,910.78699,774.30035,,,0.8501442801680775,
33-053-04475-0000,2022-04-01,959.89099,32.856667,,,0.03422958163197261,
33-053-04475-0000,2022-07-01,968.12701,33.398998,,,0.03449857059560811,
33-053-04475-0000,2023-03-01,911.03003,800.32385,,,0.878482403044387,
33-053-04475-0000,2023-05-01,897.84802,31.738001,,,0.03534896808036621,
33-053-04475-0000,2023-07-01,885.08197,31.431833,,,0.0355129062226858,
33-053-04475-0000,2023-12-01,854.76599,30.699167,,,0.03591528834693107,
33-053-04475-0000,2024-03-01,837.802,756.20465,,,0.9026054485427344,
33-053-04475-0000,2024-07-01,816.19702,29.754999,,,0.03645565748328756,
33-053-04475-0000,2024-11-01,770.12097,28.306168,,,0.0367554827133197,
33-053-04475-0000,2025-01-01,785.849,724.15417,,,0.9214927676945571,
33-053-04475-0000,2025-06-01,738.28802,27.509333,,,0.03726097709129833,
33-053-04475-0000,2025-08-01,753.84003,704.06982,,,0.9339777565274692,
33-053-04475-0000,2025-10-01,745.15802,27.977667,,,0.037545951662709076,
33-053-04475-0000,2025-11-01,717.06598,26.972166,,,0.03761462229737911,
33-053-04475-0000,2025-12-01,736.69501,27.762333,,,0.0376849749532035,
33-053-04505-0000,2014-06-01,12946.0,883.66669,15905.0,55.12807181726803,0.0682578935578557,19.0
33-053-04505-0000,2014-08-01,5919.0,1659.5,4827.0,44.91903964265773,0.28036830545700286,20.0
33-053-04505-0000,2015-12-01,2745.0,15.5,2661.0,49.223085460599336,0.005646630236794172,31.0
33-053-04505-0000,2016-02-01,2596.0,25.166666,3166.0,54.94619923637626,0.009694401386748845,28.0
33-053-04505-0000,2016-07-01,1953.0,4.8333335,2635.0,57.432432432432435,0.002474825140809012,31.0
33-053-04505-0000,2016-12-01,1598.0,83.166664,1943.0,54.87150522451285,0.05204422027534418,31.0
33-053-04505-0000,2017-03-01,1426.0,28.0,1531.0,51.77544808927968,0.019635343618513323,31.0
33-053-04505-0000,2017-09-01,1585.0,209.66667,2196.0,58.07987304945782,0.13228181072555206,30.0
33-053-04505-0000,2018-02-01,1156.0,65.5,2240.0,65.95995288574794,0.05666089965397924,28.0
33-053-04505-0000,2019-08-01,647.0,0.83333331,1154.0,64.07551360355357,0.0012879958423493046,31.0
33-053-04505-0000,2019-12-01,107.0,0.83333331,1130.0,91.35004042037187,0.007788161775700935,16.0
33-053-04505-0000,2020-05-01,839.0,170.66667,901.0,51.781609195402304,0.20341676996424315,31.0
33-053-04505-0000,2020-08-01,421.0,82.666664,1208.0,74.15592387968078,0.19635787173396674,31.0
33-053-04505-0000,2021-01-01,755.0,15.5,1047.0,58.10210876803552,0.02052980132450331,31.0
33-053-04505-0000,2021-07-01,578.0,0.5,1655.0,74.11553963278101,0.0008650519031141869,31.0
33-053-04505-0000,2021-12-01,229.0,15.5,1384.0,85.80285182889027,0.06768558951965066,31.0
33-053-04505-0000,2022-05-01,604.60199,86.721169,,,0.14343513655983833,
33-053-04505-0000,2023-06-01,512.349,78.091499,,,0.15241856429894465,
33-053-04505-0000,2023-08-01,519.23901,39.732166,,,0.07651999413526345,
33-053-04505-0000,2024-02-01,459.70099,72.505165,,,0.15772244693229834,
33-053-04505-0000,2024-03-01,486.94901,77.124832,,,0.15838379464001787,
33-053-04505-0000,2024-05-01,478.40399,38.010834,,,0.07945342178270712,
33-053-04505-0000,2024-06-01,459.00601,73.583664,,,0.1603108944041931,
33-053-04505-0000,2024-07-01,470.14301,75.675331,,,0.16096236547258247,
33-053-04505-0000,2025-10-01,416.048,70.847664,,,0.17028723608814367,
33-053-04506-0000,2014-07-01,15576.0,53.5,7547.0,32.63849846473209,0.0034347714432460194,31.0
33-053-04506-0000,2014-08-01,10995.0,11.333333,6786.0,38.16433271469546,0.0010307715325147794,23.0
33-053-04506-0000,2014-12-01,3738.0,89.333336,3485.0,48.24865014536896,0.0238986987693954,6.0
33-053-04506-0000,2015-01-01,12088.0,3305.1667,7787.0,39.17987421383648,0.27342543845135675,31.0
33-053-04506-0000,2016-05-01,3258.0,15.5,3288.0,50.229147571035746,0.004757519950890117,31.0
33-053-04506-0000,2016-10-01,1486.0,8.666667,1475.0,49.814251941911515,0.0058322119784656795,18.0
33-053-04506-0000,2017-03-01,3388.0,27.0,4040.0,54.388799138395264,0.007969303423848878,30.0
33-053-04506-0000,2017-06-01,2551.0,13.333333,3240.0,55.948886202728374,0.005226708349666797,28.0
33-053-04506-0000,2017-12-01,1713.0,10.333333,2282.0,57.12140175219024,0.006032301809690601,24.0
33-053-04506-0000,2018-03-01,1945.0,15.5,1738.0,47.189790931306,0.007969151670951156,31.0
33-053-04506-0000,2018-07-01,1897.0,15.5,941.0,33.15715292459478,0.008170795993674223,31.0
33-053-04506-0000,2018-08-01,1650.0,15.333333,773.0,31.902600082542303,0.009292929090909091,31.0
33-053-04506-0000,2018-09-01,1573.0,15.0,756.0,32.460283383426365,0.009535918626827717,30.0
33-053-04506-0000,2019-03-01,1606.0,410.5,682.0,29.807692307692307,0.2556039850560399,31.0
33-053-04506-0000,2019-09-01,1194.0,0.33333334,1479.0,55.331088664422,0.0002791736515912898,29.0
33-053-04506-0000,2019-12-01,970.0,2.6666667,1244.0,56.187895212285454,0.0027491409278350516,14.0
33-053-04506-0000,2020-01-01,2182.0,15.5,1475.0,40.3336067815149,0.007103574702108158,31.0
33-053-04506-0000,2020-05-01,1841.0,995.83331,1215.0,39.75785340314136,0.5409197772949483,31.0
33-053-04506-0000,2020-06-01,1779.0,936.66669,964.0,35.144002916514765,0.5265130354131534,30.0
33-053-04506-0000,2020-08-01,759.0,86.833336,390.0,33.94255874673629,0.11440492226613966,26.0
33-053-04506-0000,2020-10-01,1595.0,15.5,1257.0,44.074333800841515,0.009717868338557993,31.0
33-053-04506-0000,2020-12-01,2045.0,15.5,1736.0,45.913779423432956,0.007579462102689487,31.0
33-053-04506-0000,2021-09-01,565.0,0.33333334,580.0,50.65502183406113,0.0005899705132743362,14.0
33-053-04506-0000,2022-03-01,1102.932,527.91248,,,0.47864463085666203,
33-053-04506-0000,2022-08-01,1058.2629,39.401333,,,0.03723208382340532,
33-053-04506-0000,2022-10-01,1041.562,38.955334,,,0.0374008786802898,
33-053-04506-0000,2022-12-01,1025.4399,38.522999,,,0.037567290876822715,
33-053-04506-0000,2024-09-01,856.323,436.42401,,,0.5096488241002519,
33-053-04506-0000,2024-10-01,879.12701,448.88083,,,0.5105983832756998,
33-053-04506-0000,2024-12-01,868.07098,34.199001,,,0.03939654911629462,
33-053-04506-0000,2025-02-01,774.66998,30.624834,,,0.03953274915855136,
33-053-04506-0000,2025-03-01,852.31702,33.754833,,,0.03960361251497711,
33-053-04535-0000,2014-04-01,2221.0,5.8333335,2051.0,48.010299625468164,0.0026264446195407476,5.0
33-053-04535-0000,2014-06-01,2143.0,35.0,6602.0,75.49456832475701,0.016332244517032198,30.0
33-053-04535-0000,2015-04-01,6771.0,35.0,3856.0,36.28493460054578,0.005169103529759267,30.0
33-053-04535-0000,2015-06-01,5111.0,29.166666,3057.0,37.42654260528893,0.005706645666210135,25.0
33-053-04535-0000,2015-12-01,1689.0,19.833334,1375.0,44.875979112271544,0.011742648904677324,17.0
33-053-04535-0000,2016-01-01,,20.5,213.0,,,3.0
33-053-04535-0000,2016-04-01,4437.0,12.5,2810.0,38.77466537877742,0.002817218841559612,30.0
33-053-04535-0000,2016-05-01,7987.0,36.166668,5071.0,38.83443100015317,0.004528191811694003,31.0
33-053-04535-0000,2016-07-01,10836.0,1895.3334,7212.0,39.96010638297872,0.1749107973421927,31.0
33-053-04535-0000,2017-03-01,4122.0,655.83331,7425.0,64.30241621200312,0.1591056065016982,31.0
33-053-04535-0000,2017-06-01,4506.0,35.0,5360.0,54.32799513480641,0.007767421216156236,30.0
33-053-04535-0000,2017-10-01,980.0,1.8333334,887.0,47.50937332619175,0.0018707483673469387,31.0
33-053-04535-0000,2017-12-01,1552.0,27.0,2264.0,59.329140461215935,0.017396907216494846,31.0
33-053-04535-0000,2018-01-01,1538.0,67.333336,2333.0,60.26866442779644,0.04377980234070221,31.0
33-053-04535-0000,2018-08-01,4026.0,88.166664,3313.0,45.14238997138575,0.02189932041728763,31.0
33-053-04535-0000,2019-04-01,4330.0,25.833334,2903.0,40.13549011475183,0.005966127944572748,30.0
33-053-04535-0000,2019-10-01,2591.0,46.833332,2662.0,50.67580430230345,0.01807538865302972,31.0
33-053-04535-0000,2020-04-01,1060.0,161.66667,1089.0,50.67473243369008,0.15251572641509434,16.0
33-053-04535-0000,2020-06-01,2346.0,338.33334,2536.0,51.9459238017206,0.14421710997442455,30.0
33-053-04535-0000,2020-10-01,2630.0,30.666666,2516.0,48.892343567819665,0.01166032927756654,31.0
33-053-04535-0000,2020-11-01,2578.0,520.5,2601.0,50.22205058891678,0.20190069821567105,30.0
33-053-04535-0000,2021-05-01,2018.0,3.0,2218.0,52.360717658168085,0.0014866204162537165,31.0
33-053-04535-0000,2021-06-01,1866.0,379.66666,2104.0,52.997481108312336,0.20346551982851016,29.0
33-053-04535-0000,2021-10-01,1553.0,42.166668,1980.0,56.0430229266912,0.02715175016097875,26.0
33-053-04535-0000,2021-11-01,1837.0,142.5,1994.0,52.049073348995044,0.07757212847033207,27.0
33-053-04535-0000,2022-01-01,1951.0,518.16669,2186.0,52.84022238336959,0.26559030753459767,23.0
33-053-04535-0000,2022-02-01,1610.0,50.5,2117.0,56.801717198819425,0.031366459627329195,28.0
33-053-04535-0000,2022-04-01,1454.942,458.0625,,,0.3148321376384763,
33-053-04535-0000,2022-06-01,1435.853,37.437,,,0.026073003294905535,
33-053-04535-0000,2022-08-01,1464.281,38.243,,,0.026117254816527706,
33-053-04535-0000,2023-01-01,1418.792,37.205334,,,0.02622324766421012,
33-053-04535-0000,2023-02-01,1274.293,404.48016,,,0.3174153511005711,
33-053-04535-0000,2023-03-01,1402.126,445.40833,,,0.31766640801183343,
33-053-04535-0000,2024-04-01,1259.176,403.82266,,,0.32070390477582167,
33-053-04535-0000,2024-10-01,1259.793,405.67517,,,0.3220173234809211,
33-053-04535-0000,2025-01-01,1240.252,33.084,,,0.026675224067366957,
33-053-04535-0000,2025-04-01,1182.5959,382.28116,,,0.32325594905241933,
33-053-04535-0000,2025-06-01,1170.849,378.95966,,,0.3236622826683885,
33-053-04535-0000,2025-08-01,1197.828,388.17966,,,0.32406961600496903,
33-053-04535-0000,2025-09-01,1153.644,30.927334,,,0.026808386295945716,
33-053-04535-0000,2025-10-01,1186.245,31.820999,,,0.02682498050571341,
33-053-04535-0000,2025-11-01,1142.5601,370.94135,,,0.32465806393904356,
33-053-04595-0000,2014-10-01,11527.0,24.833334,1479.0,11.371674611717669,0.0021543622798646657,31.0
33-053-04595-0000,2014-11-01,8968.0,2871.0,635.0,6.612516921795272,0.3201382694023194,30.0
33-053-04595-0000,2014-12-01,8546.0,1726.3334,598.0,6.5398075240594915,0.20200484437163585,31.0
33-053-04595-0000,2015-01-01,7714.0,51.666668,445.0,5.454099767128325,0.006697779102929739,31.0
33-053-04595-0000,2015-02-01,7153.0,1260.5,618.0,7.9526444473040785,0.17621976792954006,28.0
33-053-04595-0000,2015-05-01,3344.0,584.16669,421.0,11.181938911022577,0.17469099581339714,13.0
33-053-04595-0000,2015-06-01,5414.0,49.5,458.0,7.799727520435967,0.009142962689323976,30.0
33-053-04595-0000,2015-10-01,5914.0,51.166668,334.0,5.345710627400768,0.008651786946229287,31.0
33-053-04595-0000,2016-06-01,6151.0,89.666664,607.0,8.98194732169281,0.014577575028450657,30.0
33-053-04595-0000,2016-07-01,5371.0,1274.3334,882.0,14.105229489844875,0.2372618506795755,29.0
33-053-04595-0000,2017-01-01,3757.0,307.33334,807.0,17.681858019281332,0.08180285866382753,31.0
33-053-04595-0000,2017-03-01,3552.0,1269.6666,817.0,18.699931334401466,0.35745118243243246,31.0
33-053-04595-0000,2017-07-01,2321.0,440.16666,233.0,9.122944400939701,0.18964526497199483,31.0
33-053-04595-0000,2018-02-01,2676.0,381.0,394.0,12.833876221498372,0.14237668161434977,28.0
33-053-04595-0000,2018-07-01,2662.0,833.16669,386.0,12.664041994750654,0.3129852329075883,31.0
33-053-04595-0000,2018-08-01,2504.0,843.66669,348.0,12.201963534361852,0.33692759185303517,31.0
33-053-04595-0000,2018-10-01,2481.0,50.666668,300.0,10.787486515641856,0.020421873438129786,31.0
33-053-04595-0000,2018-12-01,2233.0,51.666668,335.0,13.045171339563863,0.02313778235557546,31.0
33-053-04595-0000,2019-09-01,1943.0,49.833332,300.0,13.374944271065537,0.025647623262995366,30.0
33-053-04595-0000,2019-11-01,2000.0,50.0,250.0,11.11111111111111,0.025,30.0
33-053-04595-0000,2020-02-01,1828.0,431.83334,251.0,12.073112073112073,0.23623268052516413,29.0
33-053-04595-0000,2020-07-01,1820.0,446.0,262.0,12.584053794428435,0.24505494505494504,31.0
33-053-04595-0000,2020-09-01,1743.0,583.5,245.0,12.323943661971832,0.3347676419965577,30.0
33-053-04595-0000,2020-12-01,1536.0,53.833332,215.0,12.278697886921758,0.0350477421875,29.0
33-053-04595-0000,2021-06-01,2292.0,685.83331,432.0,15.859030837004406,0.29922919284467714,30.0
33-053-04595-0000,2021-11-01,2626.0,43.833332,583.0,18.16765347460268,0.01669205331302361,27.0
33-053-04595-0000,2022-02-01,1318.0,956.28668,300.0,18.541409147095177,0.7255589377845221,28.0
33-053-04595-0000,2022-06-01,1271.032,933.11102,,,0.7341365284272938,
33-053-04595-0000,2022-07-01,1302.479,39.818832,,,0.030571573130929557,
33-053-04595-0000,2022-11-01,1220.689,908.88483,,,0.7445670682704603,
33-053-04595-0000,2023-05-01,1205.1021,911.70435,,,0.7565370187306121,
33-053-04595-0000,2023-08-01,1178.703,37.314167,,,0.03165697126417766,
33-053-04595-0000,2023-10-01,1161.89,36.967335,,,0.031816553202110354,
33-053-04595-0000,2023-11-01,1116.594,857.69366,,,0.7681338606512305,
33-053-04595-0000,2023-12-01,1145.598,882.17584,,,0.7700570706303608,
33-053-04595-0000,2024-01-01,1137.509,36.461166,,,0.03205351869743448,
33-053-04595-0000,2024-03-01,1122.207,870.4267,,,0.7756382735092544,
33-053-04595-0000,2024-06-01,1064.365,831.40265,,,0.7811255067575502,
33-053-04595-0000,2024-10-01,1071.131,35.064167,,,0.032735647647206545,
33-053-04595-0000,2025-04-01,998.47302,33.117668,,,0.03316831535417953,
33-053-04595-0000,2025-06-01,986.31598,791.28082,,,0.8022589474825299,
33-053-04595-0000,2025-12-01,983.26001,798.82703,,,0.8124270507045233,
33-053-04596-0000,2014-04-01,21218.0,29.666666,1883.0,8.151162287346867,0.001398183900461872,30.0
33-053-04596-0000,2014-10-01,9390.0,2695.0,679.0,6.743470056609395,0.2870074547390841,29.0
33-053-04596-0000,2015-06-01,4860.0,231.66667,332.0,6.3944530046224966,0.04766803909465021,30.0
33-053-04596-0000,2015-08-01,4571.0,51.333332,296.0,6.081775220875282,0.011230219208050755,31.0
33-053-04596-0000,2016-02-01,6552.0,83.666664,990.0,13.126491646778044,0.012769637362637361,29.0
33-053-04596-0000,2016-06-01,6233.0,50.0,740.0,10.612361967589273,0.008021819348628268,30.0
33-053-04596-0000,2016-10-01,4154.0,700.16669,395.0,8.683227082875357,0.16855240491092924,26.0
33-053-04596-0000,2017-01-01,3794.0,760.66669,387.0,9.256158813680937,0.2004920110701107,31.0
33-053-04596-0000,2017-05-01,2787.0,302.33334,739.0,20.958593306863303,0.10847984930032294,31.0
33-053-04596-0000,2017-12-01,3814.0,504.66666,359.0,8.602923556194584,0.13231952281069742,30.0
33-053-04596-0000,2018-01-01,3230.0,391.66666,329.0,9.244169710592862,0.12125902786377708,31.0
33-053-04596-0000,2018-12-01,2298.0,331.33334,318.0,12.155963302752294,0.14418335073977373,31.0
33-053-04596-0000,2019-05-01,1659.0,690.5,241.0,12.68421052631579,0.41621458710066306,30.0
33-053-04596-0000,2019-08-01,1910.0,50.166668,405.0,17.49460043196544,0.026265271204188482,31.0
33-053-04596-0000,2019-09-01,1512.0,46.833332,302.0,16.64829106945976,0.030974425925925926,29.0
33-053-04596-0000,2019-10-01,1870.0,586.33331,296.0,13.665743305632502,0.3135472245989305,31.0
33-053-04596-0000,2020-06-01,1534.0,50.0,338.0,18.055555555555554,0.03259452411994785,30.0
33-053-04596-0000,2020-09-01,1274.0,276.16666,266.0,17.272727272727273,0.21677131868131866,30.0
33-053-04596-0000,2021-02-01,1052.0,14.833333,185.0,14.955537590945836,0.014100126425855513,28.0
33-053-04596-0000,2021-03-01,1428.0,371.0,160.0,10.075566750629724,0.25980392156862747,31.0
33-053-04596-0000,2021-04-01,848.0,355.33334,237.0,21.843317972350228,0.4190251650943396,30.0
33-053-04596-0000,2021-07-01,2408.0,293.0,427.0,15.06172839506173,0.12167774086378738,31.0
33-053-04596-0000,2022-01-01,1611.0,46.0,293.0,15.388655462184875,0.028553693358162633,31.0
33-053-04596-0000,2022-04-01,1779.078,50.637165,,,0.028462588486845436,
33-053-04596-0000,2022-08-01,1775.8149,51.205002,,,0.028834650503270356,
33-053-04596-0000,2022-10-01,1746.457,50.674667,,,0.029015696922397742,
33-053-04596-0000,2023-02-01,1527.942,768.02698,,,0.5026545379340315,
33-053-04596-0000,2023-09-01,1550.874,795.56616,,,0.5129792362242194,
33-053-04596-0000,2023-11-01,1528.0601,46.0495,,,0.03013592200987383,
33-053-04596-0000,2024-01-01,1555.7889,47.146999,,,0.030304239219086856,
33-053-04596-0000,2024-09-01,1424.03,754.3363,,,0.529719387934243,
33-053-04596-0000,2024-10-01,1461.4449,776.15717,,,0.5310889038649353,
33-053-04596-0000,2024-11-01,1405.0229,748.04449,,,0.5324073294463741,
33-053-04596-0000,2025-08-01,1370.177,745.5863,,,0.5441532736281518,
33-053-04596-0000,2025-10-01,1353.319,739.85901,,,0.5466996399222948,
33-053-04596-0000,2025-11-01,1301.798,41.671833,,,0.032010982502661704,
33-053-04606-0000,2014-07-01,6478.0,2347.3333,4844.0,42.78396043101925,0.36235463105896876,22.0
33-053-04606-0000,2014-08-01,8236.0,2396.5,6211.0,42.991624558731914,0.2909786304031083,31.0
33-053-04606-0000,2014-12-01,4851.0,1612.1666,2448.0,33.53884093711467,0.3323369614512472,31.0
33-053-04606-0000,2015-01-01,5300.0,2354.1667,3033.0,36.39745589823593,0.44418239622641514,31.0
33-053-04606-0000,2015-03-01,4312.0,310.33334,2640.0,37.9746835443038,0.07196969851576995,31.0
33-053-04606-0000,2015-05-01,4334.0,1690.0,2213.0,33.80174125553689,0.38994000922934935,20.0
33-053-04606-0000,2015-10-01,3959.0,17.0,2732.0,40.83096697055746,0.004294013639808032,31.0
33-053-04606-0000,2016-05-01,3112.0,1.8333334,1881.0,37.672741838574005,0.0005891174164524421,31.0
33-053-04606-0000,2017-01-01,2107.0,704.16669,1195.0,36.19018776499092,0.33420345989558614,30.0
33-053-04606-0000,2017-07-01,2827.0,1298.0,2301.0,44.87129485179407,0.4591439688715953,31.0
33-053-04606-0000,2017-11-01,1292.0,970.33331,1259.0,49.3531948255586,0.7510319736842105,30.0
33-053-04606-0000,2018-07-01,1639.0,50.0,1535.0,48.36168872085696,0.03050640634533252,30.0
33-053-04606-0000,2018-09-01,1442.0,50.0,1257.0,46.57280474249722,0.03467406380027739,30.0
33-053-04606-0000,2019-07-01,1386.0,206.83333,1183.0,46.049046321525886,0.14923039682539682,31.0
33-053-04606-0000,2019-10-01,1625.0,51.666668,1640.0,50.22970903522205,0.03179487261538461,31.0
33-053-04606-0000,2019-11-01,1575.0,50.166668,1332.0,45.82043343653251,0.0318518526984127,30.0
33-053-04606-0000,2019-12-01,1204.0,734.16669,1299.0,51.89772273272073,0.6097729983388704,31.0
33-053-04606-0000,2020-02-01,1302.0,869.33331,1378.0,51.417910447761194,0.6676907142857142,29.0
33-053-04606-0000,2020-03-01,1343.0,533.66669,1333.0,49.813153961136024,0.3973690915860015,31.0
33-053-04606-0000,2020-04-01,746.0,579.33331,592.0,44.24514200298953,0.7765862064343163,30.0
33-053-04606-0000,2021-05-01,774.0,359.33334,303.0,28.133704735376046,0.4642549612403101,31.0
33-053-04606-0000,2022-06-01,1132.51,198.289,,,0.17508807869246187,
33-053-04606-0000,2023-08-01,1042.693,490.944,,,0.47084232847060453,
33-053-04606-0000,2023-11-01,986.32501,461.68283,,,0.46808387227248754,
33-053-04606-0000,2024-03-01,989.40997,459.50433,,,0.46442257904476136,
33-053-04606-0000,2024-04-01,950.67499,159.40584,,,0.16767648426303927,
33-053-04606-0000,2024-06-01,937.12201,156.52049,,,0.16702253103627349,
33-053-04606-0000,2024-11-01,904.85999,413.73834,,,0.45724017480317586,
33-053-04606-0000,2025-07-01,886.78302,399.31049,,,0.45029108698991555,
33-053-04606-0000,2025-08-01,881.00403,143.22734,,,0.16257285451917855,
33-053-04606-0000,2025-10-01,869.86298,389.45166,,,0.44771609891939534,
33-053-04607-0000,2014-12-01,5390.0,283.5,4464.0,45.30140044651918,0.052597402597402594,31.0
33-053-04607-0000,2015-02-01,4319.0,1345.0,3276.0,43.13364055299539,0.3114146793239176,28.0
33-053-04607-0000,2015-04-01,4612.0,33.666668,4101.0,47.06760013772524,0.0072997979184735474,30.0
33-053-04607-0000,2015-05-01,4146.0,1974.8334,3792.0,47.77021919879063,0.47632257597684513,31.0
33-053-04607-0000,2015-12-01,3181.0,30.166666,2628.0,45.24014460320193,0.009483390757623389,31.0
33-053-04607-0000,2016-02-01,2514.0,64.5,2079.0,45.26453298497714,0.0256563245823389,29.0
33-053-04607-0000,2016-04-01,2554.0,25.0,2103.0,45.15782692720636,0.009788566953797965,23.0
33-053-04607-0000,2016-07-01,2463.0,0.5,2296.0,48.24542971212439,0.00020300446609825416,31.0
33-053-04607-0000,2016-09-01,2237.0,1060.0,2124.0,48.7044255904609,0.47384890478319175,30.0
33-053-04607-0000,2017-05-01,2206.0,51.666668,2130.0,49.12361623616236,0.023420973708068903,31.0
33-053-04607-0000,2017-10-01,2213.0,767.0,1880.0,45.93207915954068,0.3465883416177135,31.0
33-053-04607-0000,2018-01-01,1831.0,854.0,2316.0,55.84760067518688,0.4664117968323321,31.0
33-053-04607-0000,2018-03-01,1485.0,50.0,1614.0,52.08131655372701,0.03367003367003367,30.0
33-053-04607-0000,2018-04-01,893.0,3.5,1119.0,55.61630218687873,0.003919372900335946,12.0
33-053-04607-0000,2018-12-01,1259.0,542.5,1650.0,56.72052251632863,0.4308975377283558,31.0
33-053-04607-0000,2019-04-01,1371.0,992.33331,2217.0,61.78929765886287,0.7238025601750547,30.0
33-053-04607-0000,2019-07-01,701.0,264.66666,851.0,54.83247422680413,0.3775558630527817,15.0
33-053-04607-0000,2022-06-01,852.51703,408.67517,,,0.4793747873869452,
33-053-04607-0000,2022-11-01,816.573,386.03232,,,0.4727468579049271,
33-053-04607-0000,2023-03-01,816.685,381.92917,,,0.46765787298652484,
33-053-04607-0000,2023-11-01,742.51599,226.82266,,,0.3054784853858838,
33-053-04607-0000,2024-03-01,744.85498,337.465,,,0.4530613462502459,
33-053-04607-0000,2025-01-01,694.29797,204.64783,,,0.2947550458774926,
33-053-04607-0000,2025-12-01,646.78802,185.66251,,,0.2870531059001371,
33-053-04621-0000,2014-06-01,18559.0,146.5,6159.0,24.917064487418074,0.007893744275014818,30.0
33-053-04621-0000,2014-10-01,9882.0,5.1666665,4526.0,31.413103831204886,0.0005228361161708156,31.0
33-053-04621-0000,2015-09-01,10643.0,2940.1667,6216.0,36.870514265377544,0.27625356572395005,29.0
33-053-04621-0000,2015-11-01,7879.0,1929.5,5188.0,39.703068799265324,0.2448914836908237,29.0
33-053-04621-0000,2016-10-01,4847.0,1399.6666,4027.0,45.379761099842234,0.2887696719620384,31.0
33-053-04621-0000,2016-11-01,4377.0,1472.8334,3415.0,43.82700205338809,0.3364938085446653,30.0
33-053-04621-0000,2016-12-01,2983.0,40.0,2284.0,43.36434402885893,0.01340931947703654,28.0
33-053-04621-0000,2017-08-01,2881.0,1693.6666,2721.0,48.57193859335951,0.5878745574453315,31.0
33-053-04621-0000,2018-01-01,2410.0,856.0,2592.0,51.819272291083564,0.35518672199170126,31.0
33-053-04621-0000,2018-06-01,1906.0,52.666668,2573.0,57.44585845054699,0.02763203987408185,28.0
33-053-04621-0000,2018-11-01,1757.0,807.16669,2092.0,54.35177968303455,0.4594005065452476,29.0
33-053-04621-0000,2019-12-01,1401.0,67.166664,1485.0,51.45530145530145,0.047941944325481795,31.0
33-053-04621-0000,2020-03-01,1540.0,1684.1666,1463.0,48.717948717948715,1.0936146753246754,24.0
33-053-04621-0000,2020-12-01,1735.0,66.666664,1706.0,49.578610868933445,0.03842459020172911,31.0
